link,start,xEnd,video,utterance,arousal,valence
https://www.youtube.com/watch?v=jB9EVQ9TkN0,48.33677999,49.54352346,ddf3a516c,utterance_10.mp4,,
https://www.youtube.com/watch?v=jB9EVQ9TkN0,49.74464737,54.06881146,ddf3a516c,utterance_11.mp4,,
https://www.youtube.com/watch?v=jB9EVQ9TkN0,54.43753863,55.30907558,ddf3a516c,utterance_12.mp4,,
https://www.youtube.com/watch?v=jB9EVQ9TkN0,55.61076145,56.58286035,ddf3a516c,utterance_13.mp4,,
https://www.youtube.com/watch?v=jB9EVQ9TkN0,57.72256252,59.33155381,ddf3a516c,utterance_14.mp4,,
https://www.youtube.com/watch?v=jB9EVQ9TkN0,60.53829727,63.15290812,ddf3a516c,utterance_15.mp4,,
https://www.youtube.com/watch?v=jB9EVQ9TkN0,63.58867659,66.06920483,ddf3a516c,utterance_16.mp4,,
https://www.youtube.com/watch?v=jB9EVQ9TkN0,66.16976679,72.60573195,ddf3a516c,utterance_17.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,8.633107743,9.933073774,e8a276493,utterance_4.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,10.2663984,12.09968383,e8a276493,utterance_5.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,13.29965247,13.99963418,e8a276493,utterance_6.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,14.46628865,19.76615016,e8a276493,utterance_7.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,20.06614232,20.66612664,e8a276493,utterance_8.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,20.99945127,21.89942775,e8a276493,utterance_9.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,22.39941469,26.86596464,e8a276493,utterance_10.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,27.29928665,33.36579479,e8a276493,utterance_11.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,33.59912203,43.13220625,e8a276493,utterance_12.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,44.3321749,45.13215399,e8a276493,utterance_13.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,45.96546555,46.73211219,e8a276493,utterance_14.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,47.59875621,49.06538455,e8a276493,utterance_15.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,55.76520948,59.06512325,e8a276493,utterance_17.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,59.73177249,67.89822576,e8a276493,utterance_18.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,68.131553,71.46479923,e8a276493,utterance_19.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,72.56477049,79.86457974,e8a276493,utterance_20.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,80.03124205,83.5311506,e8a276493,utterance_21.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,83.76447783,131.0965743,e8a276493,utterance_22.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,131.5965613,132.729865,e8a276493,utterance_23.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,132.7631975,139.7630145,e8a276493,utterance_24.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,139.9963418,156.3959132,e8a276493,utterance_25.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,158.1958662,169.0955814,e8a276493,utterance_27.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,169.3955736,170.8955344,e8a276493,utterance_28.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,171.9621732,173.0621444,e8a276493,utterance_29.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,174.2954455,176.2953933,e8a276493,utterance_30.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,176.3953906,185.5284853,e8a276493,utterance_31.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,185.7284801,187.595098,e8a276493,utterance_32.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,188.0617525,189.328386,e8a276493,utterance_33.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,189.9283704,199.6281169,e8a276493,utterance_34.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,199.9614415,224.2608066,e8a276493,utterance_35.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,224.4608013,243.1936452,e8a276493,utterance_36.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,243.3603075,253.5600409,e8a276493,utterance_37.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,253.8600331,254.6600122,e8a276493,utterance_38.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,255.2599965,256.0599756,e8a276493,utterance_39.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,256.4266327,266.6596986,e8a276493,utterance_40.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,268.0929945,269.3929605,e8a276493,utterance_41.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,270.1929396,298.7921923,e8a276493,utterance_42.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,300.0588259,305.5586822,e8a276493,utterance_43.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,305.6586796,306.5919885,e8a276493,utterance_44.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,308.9252609,310.591884,e8a276493,utterance_45.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,310.7918788,312.2918396,e8a276493,utterance_46.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,312.6584966,315.4584235,e8a276493,utterance_47.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,316.1584052,317.658366,e8a276493,utterance_48.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,318.0250231,329.3913927,e8a276493,utterance_49.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,329.4580577,331.3246756,e8a276493,utterance_50.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,332.2579845,332.7913039,e8a276493,utterance_51.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,333.1912934,334.1579348,e8a276493,utterance_52.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,336.4578747,339.4577964,e8a276493,utterance_53.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,340.657765,342.4910504,e8a276493,utterance_54.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,342.7577101,345.1909799,e8a276493,utterance_55.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,345.557637,348.7575533,e8a276493,utterance_56.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,349.7575272,351.7908074,e8a276493,utterance_57.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,352.0907996,352.6907839,e8a276493,utterance_58.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,353.2574358,355.224051,e8a276493,utterance_59.mp4,,
https://www.youtube.com/watch?v=r1P6DOZMPLU,358.390635,360.5905775,e8a276493,utterance_61.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,0,11.41086332,fd41c38b2,utterance_1.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,15.18111933,17.18302517,fd41c38b2,utterance_2.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,18.21734319,21.88750391,fd41c38b2,utterance_3.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,22.42134547,26.49188736,fd41c38b2,utterance_4.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,26.62534775,36.96852795,fd41c38b2,utterance_5.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,40.63868866,44.0085635,fd41c38b2,utterance_6.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,44.60913526,46.6110411,fd41c38b2,utterance_7.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,46.94469208,47.74545442,fd41c38b2,utterance_8.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,48.11247049,49.08005831,fd41c38b2,utterance_9.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,49.98091594,50.61485279,fd41c38b2,utterance_10.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,53.48425117,55.58625231,fd41c38b2,utterance_11.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,56.05336368,56.68730053,fd41c38b2,utterance_12.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,57.68825345,59.5566989,fd41c38b2,utterance_13.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,60.49092163,63.4937804,fd41c38b2,utterance_14.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,64.46136823,69.9332442,fd41c38b2,utterance_15.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,71.00092732,72.10197554,fd41c38b2,utterance_16.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,72.40226141,72.96946807,fd41c38b2,utterance_17.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,73.33648414,74.73781823,fd41c38b2,utterance_18.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,75.2049296,79.64248756,fd41c38b2,utterance_19.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,80.10959892,82.17823496,fd41c38b2,utterance_20.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,82.44515574,83.04572749,fd41c38b2,utterance_21.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,85.4813796,86.71588821,fd41c38b2,utterance_22.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,87.58338074,88.48423837,fd41c38b2,utterance_23.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,88.75115915,92.28785948,fd41c38b2,utterance_24.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,92.48805006,93.2554473,fd41c38b2,utterance_25.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,93.65582847,97.2258939,fd41c38b2,utterance_26.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,97.39271939,98.22684682,fd41c38b2,utterance_27.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,98.5604978,102.4642142,fd41c38b2,utterance_28.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,102.7645001,106.0676447,fd41c38b2,utterance_29.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,106.501391,107.202058,fd41c38b2,utterance_30.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,110.9389489,113.7416171,fd41c38b2,utterance_31.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,114.9093955,116.5776504,fd41c38b2,utterance_32.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,117.2449524,122.9170189,fd41c38b2,utterance_33.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,123.5509558,126.8541004,fd41c38b2,utterance_34.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,127.9885137,128.8560063,fd41c38b2,utterance_35.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,129.8569592,130.8579121,fd41c38b2,utterance_36.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,131.9589603,133.0266434,fd41c38b2,utterance_37.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,134.2945171,136.4632485,fd41c38b2,utterance_38.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,137.330741,139.4994723,fd41c38b2,utterance_39.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,140.8340762,145.0714436,fd41c38b2,utterance_40.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,147.1400796,149.4756365,fd41c38b2,utterance_41.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,151.8111933,154.3469407,fd41c38b2,utterance_42.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,154.6138615,156.6157673,fd41c38b2,utterance_43.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,156.9494183,158.7511336,fd41c38b2,utterance_44.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,162.321199,168.0933608,fd41c38b2,utterance_45.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,169.7949808,171.9637121,fd41c38b2,utterance_46.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,172.597649,174.5328246,fd41c38b2,utterance_47.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,174.6996501,178.6700967,fd41c38b2,utterance_48.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,179.1372081,183.9417821,fd41c38b2,utterance_49.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,184.7425444,187.1114664,fd41c38b2,utterance_50.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,187.5452126,190.4479761,fd41c38b2,utterance_51.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,191.2821035,195.2525501,fd41c38b2,utterance_52.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,196.8874399,197.6214721,fd41c38b2,utterance_53.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,198.7558854,202.726332,fd41c38b2,utterance_54.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,203.426999,206.1963021,fd41c38b2,utterance_55.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,207.6310013,208.4984938,fd41c38b2,utterance_56.mp4,,
https://www.youtube.com/watch?v=hCcaVrr2wo0,210.4336695,214.0037349,fd41c38b2,utterance_57.mp4,,
https://www.youtube.com/watch?v=qb3lDNKDA1k,0.583590178,11.04652837,2b7a44d40_1,utterance_1.mp4,,
https://www.youtube.com/watch?v=qb3lDNKDA1k,10.5046232,21.05093141,2b7a44d40_1,utterance_2.mp4,,
https://www.youtube.com/watch?v=qb3lDNKDA1k,20.71745131,30.93027942,2b7a44d40_1,utterance_3.mp4,,
https://www.youtube.com/watch?v=qb3lDNKDA1k,30.34668925,40.89299746,2b7a44d40_1,utterance_4.mp4,,
https://www.youtube.com/watch?v=qb3lDNKDA1k,40.55951736,46.68721423,2b7a44d40_1,utterance_5.mp4,,
https://www.youtube.com/watch?v=WY3NcP0BhvE,0,7.970600823,175acc2a4_1,utterance_1.mp4,,
https://www.youtube.com/watch?v=WY3NcP0BhvE,8.170699589,18.5091358,175acc2a4_1,utterance_2.mp4,,
https://www.youtube.com/watch?v=WY3NcP0BhvE,17.97553909,23.54495473,175acc2a4_1,utterance_3.mp4,,
https://www.youtube.com/watch?v=WY3NcP0BhvE,23.81175309,32.04915226,175acc2a4_1,utterance_4.mp4,,
https://www.youtube.com/watch?v=WY3NcP0BhvE,31.74900412,40.18650206,175acc2a4_1,utterance_5.mp4,,
https://www.youtube.com/watch?v=xpnD-vug0kk,5.604248276,8.506448276,610fd0cfb_1,utterance_1.mp4,,
https://www.youtube.com/watch?v=xpnD-vug0kk,10.04094483,12.07582069,610fd0cfb_1,utterance_2.mp4,,
https://www.youtube.com/watch?v=xpnD-vug0kk,12.37604828,14.81122759,610fd0cfb_1,utterance_3.mp4,,
https://www.youtube.com/watch?v=xpnD-vug0kk,15.6451931,18.04701379,610fd0cfb_1,utterance_4.mp4,,
https://www.youtube.com/watch?v=xpnD-vug0kk,19.84837931,29.65581379,610fd0cfb_1,utterance_5.mp4,,
https://www.youtube.com/watch?v=xpnD-vug0kk,30.35634483,33.02503448,610fd0cfb_1,utterance_6.mp4,,
https://www.youtube.com/watch?v=xpnD-vug0kk,33.859,38.22897931,610fd0cfb_1,utterance_7.mp4,,
https://www.youtube.com/watch?v=xpnD-vug0kk,38.29569655,48.2032069,610fd0cfb_1,utterance_8.mp4,,
https://www.youtube.com/watch?v=Md0FAw38IVY,0,10.28749638,975d467b7_1,utterance_1.mp4,,
https://www.youtube.com/watch?v=Md0FAw38IVY,9.621099855,20.07519537,975d467b7_1,utterance_2.mp4,,
https://www.youtube.com/watch?v=Md0FAw38IVY,29.73794501,40.35863965,975d467b7_1,utterance_4.mp4,,
https://www.youtube.com/watch?v=Md0FAw38IVY,39.94214182,50.52118669,975d467b7_1,utterance_5.mp4,,
https://www.youtube.com/watch?v=ZkrP5UHdEJM,5.36757167,15.16922428,c2e8f2b89_1,utterance_1.mp4,,
https://www.youtube.com/watch?v=ZkrP5UHdEJM,14.70247892,25.10423272,c2e8f2b89_1,utterance_2.mp4,,
https://www.youtube.com/watch?v=ZkrP5UHdEJM,24.50413153,32.67217538,c2e8f2b89_1,utterance_3.mp4,,
https://www.youtube.com/watch?v=5cOq2xYnZgM,9.797048193,14.67557831,d7c8650e0_1,utterance_2.mp4,,
https://www.youtube.com/watch?v=5cOq2xYnZgM,22.39325301,33.03004819,d7c8650e0_1,utterance_5.mp4,,
https://www.youtube.com/watch?v=5cOq2xYnZgM,32.47021687,42.18728916,d7c8650e0_1,utterance_6.mp4,,
https://www.youtube.com/watch?v=5cOq2xYnZgM,41.70743373,51.82438554,d7c8650e0_1,utterance_7.mp4,,
https://www.youtube.com/watch?v=5cOq2xYnZgM,52.06431325,62.62113253,d7c8650e0_1,utterance_8.mp4,,
https://www.youtube.com/watch?v=5cOq2xYnZgM,62.14127711,72.41818072,d7c8650e0_1,utterance_9.mp4,,
https://www.youtube.com/watch?v=5cOq2xYnZgM,72.49815663,79.25612048,d7c8650e0_1,utterance_10.mp4,,
https://www.youtube.com/watch?v=cpsw5Pd2Ew0,2.567553559,13.17121631,d39d991a8_1,utterance_2.mp4,,
https://www.youtube.com/watch?v=cpsw5Pd2Ew0,14.0048376,24.37508639,d39d991a8_1,utterance_3.mp4,,
https://www.youtube.com/watch?v=cpsw5Pd2Ew0,24.04163787,34.47857636,d39d991a8_1,utterance_4.mp4,,
https://www.youtube.com/watch?v=cpsw5Pd2Ew0,33.84502419,44.34865238,d39d991a8_1,utterance_5.mp4,,
https://www.youtube.com/watch?v=4SUSbU5fsAE,4.898519638,15.26205438,d73b7560a_1,utterance_1.mp4,,
https://www.youtube.com/watch?v=4SUSbU5fsAE,14.69555891,24.72586103,d73b7560a_1,utterance_2.mp4,,
https://www.youtube.com/watch?v=4SUSbU5fsAE,24.25933535,34.55622357,d73b7560a_1,utterance_3.mp4,,
https://www.youtube.com/watch?v=4SUSbU5fsAE,34.05637462,44.45323263,d73b7560a_1,utterance_4.mp4,,
https://www.youtube.com/watch?v=8ybofmR1akY,0,10.24431683,dc937fe58_1,utterance_1.mp4,,
https://www.youtube.com/watch?v=8ybofmR1akY,9.911168317,20.32205941,dc937fe58_1,utterance_2.mp4,,
https://www.youtube.com/watch?v=8ybofmR1akY,29.73350495,40.26932673,dc937fe58_1,utterance_4.mp4,,
https://www.youtube.com/watch?v=8ybofmR1akY,40.22768317,50.80514851,dc937fe58_1,utterance_5.mp4,,
https://www.youtube.com/watch?v=aT5MT8AgAZU,10.50963031,20.85244109,2b47d407c_1,utterance_1.mp4,,
https://www.youtube.com/watch?v=aT5MT8AgAZU,20.3186186,30.89497672,2b47d407c_1,utterance_2.mp4,,
https://www.youtube.com/watch?v=aT5MT8AgAZU,30.36115423,40.87078454,2b47d407c_1,utterance_3.mp4,,
https://www.youtube.com/watch?v=aT5MT8AgAZU,40.40368985,50.81322845,2b47d407c_1,utterance_4.mp4,,
https://www.youtube.com/watch?v=aT5MT8AgAZU,50.21267814,60.35530549,2b47d407c_1,utterance_5.mp4,,
https://www.youtube.com/watch?v=aT5MT8AgAZU,60.02166643,70.36447721,2b47d407c_1,utterance_6.mp4,,
https://www.youtube.com/watch?v=aT5MT8AgAZU,69.83065472,80.14010159,2b47d407c_1,utterance_7.mp4,,
https://www.youtube.com/watch?v=aT5MT8AgAZU,79.63964301,90.28272894,2b47d407c_1,utterance_8.mp4,,
https://www.youtube.com/watch?v=aT5MT8AgAZU,89.68217864,100.2585368,2b47d407c_1,utterance_9.mp4,,
https://www.youtube.com/watch?v=aT5MT8AgAZU,99.95826161,110.2677085,2b47d407c_1,utterance_10.mp4,,
https://www.youtube.com/watch?v=aT5MT8AgAZU,109.5337026,120.0433329,2b47d407c_1,utterance_11.mp4,,
https://www.youtube.com/watch?v=aT5MT8AgAZU,119.8097855,130.3861436,2b47d407c_1,utterance_12.mp4,,
https://www.youtube.com/watch?v=aT5MT8AgAZU,129.8523212,140.161768,2b47d407c_1,utterance_13.mp4,,
https://www.youtube.com/watch?v=aT5MT8AgAZU,139.6613094,150.2043037,2b47d407c_1,utterance_14.mp4,,
https://www.youtube.com/watch?v=aT5MT8AgAZU,149.7038451,160.2468393,2b47d407c_1,utterance_15.mp4,,
https://www.youtube.com/watch?v=aT5MT8AgAZU,159.7463807,170.256011,2b47d407c_1,utterance_16.mp4,,
https://www.youtube.com/watch?v=aT5MT8AgAZU,169.7889163,180.2318188,2b47d407c_1,utterance_17.mp4,,
https://www.youtube.com/watch?v=aT5MT8AgAZU,179.5979046,189.6404402,2b47d407c_1,utterance_18.mp4,,
https://www.youtube.com/watch?v=aT5MT8AgAZU,189.1733456,199.4827924,2b47d407c_1,utterance_19.mp4,,
https://www.youtube.com/watch?v=aT5MT8AgAZU,198.9823339,209.2917807,2b47d407c_1,utterance_20.mp4,,
https://www.youtube.com/watch?v=aT5MT8AgAZU,209.0248695,219.3676803,2b47d407c_1,utterance_21.mp4,,
