link,start,xEnd,video,utterance,arousal,valence,EmotionMaxVote
https://www.youtube.com/watch?v=dqMwSvDD1eo,31.73141243,47.03048628,243cff084,utterance_3.mp4,,,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,47.59711864,48.46373285,243cff084,utterance_4.mp4,,,4
https://www.youtube.com/watch?v=dqMwSvDD1eo,49.46367232,52.76347256,243cff084,utterance_5.mp4,,,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,53.19677966,56.59657385,243cff084,utterance_6.mp4,,,1
https://www.youtube.com/watch?v=dqMwSvDD1eo,56.92988701,59.46306699,243cff084,utterance_7.mp4,,,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,60.19635593,63.59615012,243cff084,utterance_8.mp4,,,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,64.39610169,75.5287611,243cff084,utterance_9.mp4,,,4
https://www.youtube.com/watch?v=dqMwSvDD1eo,75.82874294,78.19526634,243cff084,utterance_10.mp4,,,4
https://www.youtube.com/watch?v=dqMwSvDD1eo,78.39525424,85.92813156,243cff084,utterance_11.mp4,,,1
https://www.youtube.com/watch?v=dqMwSvDD1eo,86.09478814,86.89473971,243cff084,utterance_12.mp4,,,1
https://www.youtube.com/watch?v=dqMwSvDD1eo,87.26138418,92.96103914,243cff084,utterance_13.mp4,,,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,93.09436441,95.89419492,243cff084,utterance_14.mp4,,,3
https://www.youtube.com/watch?v=dqMwSvDD1eo,96.36083333,99.86062147,243cff084,utterance_15.mp4,,,4
https://www.youtube.com/watch?v=dqMwSvDD1eo,100.0939407,112.5265214,243cff084,utterance_16.mp4,,,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,112.9264972,119.0261279,243cff084,utterance_17.mp4,,,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,119.2261158,122.3925908,243cff084,utterance_18.mp4,,,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,122.4925847,124.0591566,243cff084,utterance_19.mp4,,,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,124.5924576,127.7256013,243cff084,utterance_20.mp4,,,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,128.325565,132.6919673,243cff084,utterance_21.mp4,,,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,133.6919068,134.4918584,243cff084,utterance_22.mp4,,,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,134.8585028,136.1584241,243cff084,utterance_23.mp4,,,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,136.2584181,141.0581275,243cff084,utterance_24.mp4,,,0
https://www.youtube.com/watch?v=dqMwSvDD1eo,141.8580791,145.4578612,243cff084,utterance_25.mp4,,,5
https://www.youtube.com/watch?v=dqMwSvDD1eo,145.8245056,148.3243543,243cff084,utterance_26.mp4,,,5
https://www.youtube.com/watch?v=dqMwSvDD1eo,149.0909746,150.7908717,243cff084,utterance_27.mp4,,,5
https://www.youtube.com/watch?v=dqMwSvDD1eo,150.9575282,151.6574859,243cff084,utterance_28.mp4,,,5
https://www.youtube.com/watch?v=dqMwSvDD1eo,151.8908051,153.3240517,243cff084,utterance_29.mp4,,,0
https://www.youtube.com/watch?v=dXLy35Tm9q0,0,3.335249042,7459327df,utterance_1.mp4,,,4
https://www.youtube.com/watch?v=dXLy35Tm9q0,3.96894636,4.535938697,7459327df,utterance_2.mp4,,,4
https://www.youtube.com/watch?v=dXLy35Tm9q0,4.669348659,9.038524904,7459327df,utterance_3.mp4,,,4
https://www.youtube.com/watch?v=dXLy35Tm9q0,9.338697318,11.64001916,7459327df,utterance_4.mp4,,,4
https://www.youtube.com/watch?v=dXLy35Tm9q0,12.37377395,14.87521073,7459327df,utterance_5.mp4,,,0
https://www.youtube.com/watch?v=dXLy35Tm9q0,16.10925287,17.37664751,7459327df,utterance_6.mp4,,,1
https://www.youtube.com/watch?v=dXLy35Tm9q0,17.7435249,18.4439272,7459327df,utterance_7.mp4,,,4
https://www.youtube.com/watch?v=dXLy35Tm9q0,18.91086207,22.67969349,7459327df,utterance_8.mp4,,,3
https://www.youtube.com/watch?v=dXLy35Tm9q0,23.3467433,24.04714559,7459327df,utterance_9.mp4,,,4
https://www.youtube.com/watch?v=dXLy35Tm9q0,24.51408046,25.61471264,7459327df,utterance_10.mp4,,,1
https://www.youtube.com/watch?v=dXLy35Tm9q0,26.14835249,28.34961686,7459327df,utterance_11.mp4,,,1
https://www.youtube.com/watch?v=dXLy35Tm9q0,28.48302682,30.68429119,7459327df,utterance_12.mp4,,,1
https://www.youtube.com/watch?v=dXLy35Tm9q0,30.81770115,34.21965517,7459327df,utterance_13.mp4,,,0
https://www.youtube.com/watch?v=dXLy35Tm9q0,34.55318008,38.88900383,7459327df,utterance_14.mp4,,,0
https://www.youtube.com/watch?v=dXLy35Tm9q0,43.1914751,45.02586207,7459327df,utterance_16.mp4,,,0
https://www.youtube.com/watch?v=dXLy35Tm9q0,45.05921456,47.26047893,7459327df,utterance_17.mp4,,,4
https://www.youtube.com/watch?v=dXLy35Tm9q0,47.86082375,48.79469349,7459327df,utterance_18.mp4,,,0
https://www.youtube.com/watch?v=dXLy35Tm9q0,49.02816092,51.02931034,7459327df,utterance_19.mp4,,,0
https://www.youtube.com/watch?v=dXLy35Tm9q0,51.82977011,54.23114943,7459327df,utterance_20.mp4,,,2
https://www.youtube.com/watch?v=dXLy35Tm9q0,57.66645594,60.73488506,7459327df,utterance_21.mp4,,,3
https://www.youtube.com/watch?v=epWOjxom-is,0,1.567515042,a3f32e3a3,utterance_1.mp4,,,4
https://www.youtube.com/watch?v=epWOjxom-is,2.801516245,3.935463297,a3f32e3a3,utterance_2.mp4,,,3
https://www.youtube.com/watch?v=epWOjxom-is,4.90265343,8.471251504,a3f32e3a3,utterance_3.mp4,,,1
https://www.youtube.com/watch?v=epWOjxom-is,9.104927798,9.738604091,a3f32e3a3,utterance_4.mp4,,,1
https://www.youtube.com/watch?v=epWOjxom-is,11.43952467,17.34271961,a3f32e3a3,utterance_5.mp4,,,4
https://www.youtube.com/watch?v=epWOjxom-is,17.97639591,20.17758724,a3f32e3a3,utterance_6.mp4,,,4
https://www.youtube.com/watch?v=epWOjxom-is,20.31099278,22.61223827,a3f32e3a3,utterance_7.mp4,,,4
https://www.youtube.com/watch?v=epWOjxom-is,23.5794284,29.14910951,a3f32e3a3,utterance_8.mp4,,,1
https://www.youtube.com/watch?v=epWOjxom-is,29.88283995,40.08836342,a3f32e3a3,utterance_9.mp4,,,3
https://www.youtube.com/watch?v=CdNDoxHEkEY,3.969837463,6.772075673,b32a6ac3b,utterance_1.mp4,,,3
https://www.youtube.com/watch?v=CdNDoxHEkEY,10.04135358,30.05734079,b32a6ac3b,utterance_3.mp4,,,4
https://www.youtube.com/watch?v=CdNDoxHEkEY,30.3575806,33.72693845,b32a6ac3b,utterance_4.mp4,,,4
https://www.youtube.com/watch?v=CdNDoxHEkEY,33.86037836,37.83021583,b32a6ac3b,utterance_5.mp4,,,4
https://www.youtube.com/watch?v=CdNDoxHEkEY,38.29725553,45.73653078,b32a6ac3b,utterance_6.mp4,,,4
https://www.youtube.com/watch?v=CdNDoxHEkEY,46.0034106,47.30444977,b32a6ac3b,utterance_7.mp4,,,1
https://www.youtube.com/watch?v=CdNDoxHEkEY,47.63804956,78.29586997,b32a6ac3b,utterance_8.mp4,,,3
https://www.youtube.com/watch?v=CdNDoxHEkEY,78.46266986,85.43490541,b32a6ac3b,utterance_9.mp4,,,3
https://www.youtube.com/watch?v=80W6TH6U_XE,10.50730435,11.2077913,c9f0e3623,utterance_2.mp4,,,1
https://www.youtube.com/watch?v=80W6TH6U_XE,19.84713043,21.71509565,c9f0e3623,utterance_3.mp4,,,0
https://www.youtube.com/watch?v=80W6TH6U_XE,23.58306087,25.38431304,c9f0e3623,utterance_4.mp4,,,0
https://www.youtube.com/watch?v=80W6TH6U_XE,25.68452174,27.48577391,c9f0e3623,utterance_5.mp4,,,1
https://www.youtube.com/watch?v=80W6TH6U_XE,29.18695652,29.88744348,c9f0e3623,utterance_6.mp4,,,1
https://www.youtube.com/watch?v=80W6TH6U_XE,37.35930435,38.86034783,c9f0e3623,utterance_7.mp4,,,4
https://www.youtube.com/watch?v=80W6TH6U_XE,46.46563478,47.23283478,c9f0e3623,utterance_8.mp4,,,4
https://www.youtube.com/watch?v=80W6TH6U_XE,47.39961739,48.40031304,c9f0e3623,utterance_9.mp4,,,3
https://www.youtube.com/watch?v=WkATt_NIW6E,0,16.8499722,cbb64e001,utterance_1.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,17.05016989,18.18462346,cbb64e001,utterance_2.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,18.68511769,20.42016433,cbb64e001,utterance_3.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,20.55362946,23.35639711,cbb64e001,utterance_4.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,23.58996108,29.66262433,cbb64e001,utterance_5.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,33.86677581,35.40162476,cbb64e001,utterance_7.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,35.73528758,44.31042194,cbb64e001,utterance_8.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,44.61071848,46.51259653,cbb64e001,utterance_9.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,48.11417804,55.75505653,cbb64e001,utterance_10.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,56.05535306,63.69623154,cbb64e001,utterance_11.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,64.46365602,65.86503985,cbb64e001,utterance_12.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,67.49998764,70.86998208,cbb64e001,utterance_13.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,71.47057515,79.31165133,cbb64e001,utterance_14.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,86.4186693,89.25480324,cbb64e001,utterance_16.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,89.6885649,96.86231544,cbb64e001,utterance_17.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,98.09686786,103.2686415,cbb64e001,utterance_18.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,103.4688392,106.0714092,cbb64e001,utterance_19.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,106.7387348,109.3413048,cbb64e001,utterance_20.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,109.7750664,114.6465435,cbb64e001,utterance_21.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,115.1470377,119.3178229,cbb64e001,utterance_22.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,120.5190091,127.0921666,cbb64e001,utterance_23.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,187.5518688,199.5637302,cbb64e001,utterance_31.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,200.8650151,207.7384691,cbb64e001,utterance_32.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,207.8719343,214.4450917,cbb64e001,utterance_33.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,214.8788534,217.1477605,cbb64e001,utterance_34.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,217.4480571,220.517755,cbb64e001,utterance_35.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,220.7179527,224.7219065,cbb64e001,utterance_36.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,224.9221042,229.6267499,cbb64e001,utterance_37.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,230.0605115,231.895657,cbb64e001,utterance_38.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,232.1625873,242.4727683,cbb64e001,utterance_39.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,244.0743498,253.2167109,cbb64e001,utterance_40.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,253.4169086,255.7859146,cbb64e001,utterance_41.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,256.9203682,272.1687589,cbb64e001,utterance_42.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,272.3355903,278.7085501,cbb64e001,utterance_43.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,279.1089455,281.9784457,cbb64e001,utterance_44.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,283.079533,284.4809168,cbb64e001,utterance_45.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,295.6919874,298.0276271,cbb64e001,utterance_48.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,298.2611911,310.1395873,cbb64e001,utterance_49.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,328.6245073,331.3605424,cbb64e001,utterance_53.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,332.1279669,333.9297461,cbb64e001,utterance_54.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,337.0328103,345.6746772,cbb64e001,utterance_56.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,346.1418052,348.0436832,cbb64e001,utterance_57.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,348.4774449,349.0780379,cbb64e001,utterance_58.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,349.8788287,351.1467474,cbb64e001,utterance_59.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,352.2144684,352.8484278,cbb64e001,utterance_60.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,352.9151603,353.5157534,cbb64e001,utterance_61.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,355.0172361,357.4196083,cbb64e001,utterance_62.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,358.9878236,362.2577192,cbb64e001,utterance_63.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,364.3597949,366.862266,cbb64e001,utterance_64.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,367.1625626,369.1645394,cbb64e001,utterance_65.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,369.7317662,372.5345339,cbb64e001,utterance_66.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,372.7680979,375.6375981,cbb64e001,utterance_67.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,376.5051214,379.6081856,cbb64e001,utterance_68.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,379.775017,382.7779823,cbb64e001,utterance_69.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,383.0449126,388.8172793,cbb64e001,utterance_70.mp4,,,3
https://www.youtube.com/watch?v=WkATt_NIW6E,391.4532155,398.8938963,cbb64e001,utterance_71.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,399.3943906,401.4964663,cbb64e001,utterance_72.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,401.7300303,404.9331933,cbb64e001,utterance_73.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,405.2334898,413.9420893,cbb64e001,utterance_74.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,414.1089207,421.2826713,cbb64e001,utterance_75.mp4,,,3
https://www.youtube.com/watch?v=WkATt_NIW6E,421.5829678,425.5535553,cbb64e001,utterance_76.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,425.7871193,428.6899858,cbb64e001,utterance_77.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,428.8234509,433.5614629,cbb64e001,utterance_78.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,433.7282943,436.3308643,cbb64e001,utterance_79.mp4,,,3
https://www.youtube.com/watch?v=WkATt_NIW6E,436.7646259,449.8442083,cbb64e001,utterance_80.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,450.0777723,454.5822203,cbb64e001,utterance_81.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,454.9826157,457.5518194,cbb64e001,utterance_82.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,457.7853833,459.8874591,cbb64e001,utterance_83.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,460.354587,461.7559708,cbb64e001,utterance_84.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,462.6902267,467.1613085,cbb64e001,utterance_85.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,467.3615061,473.9346636,cbb64e001,utterance_86.mp4,,,3
https://www.youtube.com/watch?v=WkATt_NIW6E,474.6019893,476.470501,cbb64e001,utterance_87.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,476.704065,479.3400012,cbb64e001,utterance_88.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,481.3753444,486.3135541,cbb64e001,utterance_89.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,486.5137518,494.2213628,cbb64e001,utterance_90.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,494.4549268,499.0594737,cbb64e001,utterance_91.mp4,,,4
https://www.youtube.com/watch?v=WkATt_NIW6E,499.3597702,505.8995614,cbb64e001,utterance_92.mp4,,,3
https://www.youtube.com/watch?v=WkATt_NIW6E,506.1331253,509.0359918,cbb64e001,utterance_93.mp4,,,3
https://www.youtube.com/watch?v=xGytp8rZEMM,2.79926893,13.063255,1f1da840a_1,utterance_2.mp4,,,4
https://www.youtube.com/watch?v=xGytp8rZEMM,14.69616188,25.39336815,1f1da840a_1,utterance_4.mp4,,,3
https://www.youtube.com/watch?v=xGytp8rZEMM,36.85704091,45.18819843,1f1da840a_1,utterance_7.mp4,,,3
https://www.youtube.com/watch?v=xGytp8rZEMM,45.25484769,55.58548303,1f1da840a_1,utterance_8.mp4,,,3
https://www.youtube.com/watch?v=WuI-g2WQCVs,5.833076415,16.39927769,2c09795bb_1,utterance_3.mp4,,,3
https://www.youtube.com/watch?v=WuI-g2WQCVs,62.76390222,70.69688615,2c09795bb_1,utterance_10.mp4,,,1
https://www.youtube.com/watch?v=WuI-g2WQCVs,70.69688615,76.32997137,2c09795bb_1,utterance_11.mp4,,,4
https://www.youtube.com/watch?v=WuI-g2WQCVs,98.928976,109.4951773,2c09795bb_1,utterance_15.mp4,,,0
https://www.youtube.com/watch?v=WuI-g2WQCVs,129.0276503,134.3607487,2c09795bb_1,utterance_18.mp4,,,1
https://www.youtube.com/watch?v=WuI-g2WQCVs,173.5923541,184.3252147,2c09795bb_1,utterance_23.mp4,,,1
https://www.youtube.com/watch?v=WuI-g2WQCVs,183.8585686,188.3583704,2c09795bb_1,utterance_24.mp4,,,0
https://www.youtube.com/watch?v=WuI-g2WQCVs,219.5569963,230.0565338,2c09795bb_1,utterance_30.mp4,,,4
https://www.youtube.com/watch?v=WuI-g2WQCVs,296.3202819,300.8200837,2c09795bb_1,utterance_40.mp4,,,3
https://www.youtube.com/watch?v=n60nqSk-Fs0,0,10.14293839,4ce6dec16_1,utterance_1.mp4,,,3
https://www.youtube.com/watch?v=n60nqSk-Fs0,9.8092891,20.35260664,4ce6dec16_1,utterance_2.mp4,,,3
https://www.youtube.com/watch?v=n60nqSk-Fs0,19.8521327,30.42881517,4ce6dec16_1,utterance_3.mp4,,,3
https://www.youtube.com/watch?v=MIfK5XWZUuQ,0,10.17404719,7a0306a52_1,utterance_1.mp4,,,0
https://www.youtube.com/watch?v=MIfK5XWZUuQ,9.807114338,20.31473684,7a0306a52_1,utterance_2.mp4,,,0
https://www.youtube.com/watch?v=MIfK5XWZUuQ,19.8477314,30.25528131,7a0306a52_1,utterance_3.mp4,,,0
https://www.youtube.com/watch?v=MIfK5XWZUuQ,29.42134301,36.49313975,7a0306a52_1,utterance_4.mp4,,,0
https://www.youtube.com/watch?v=lf-fTYXiUD4,0.23327478,1.732898369,7c05a1135_1,utterance_1.mp4,,,3
https://www.youtube.com/watch?v=lf-fTYXiUD4,4.898770389,15.59608532,7c05a1135_1,utterance_3.mp4,,,3
https://www.youtube.com/watch?v=lf-fTYXiUD4,15.16286073,17.16235885,7c05a1135_1,utterance_4.mp4,,,3
https://www.youtube.com/watch?v=lf-fTYXiUD4,17.26233375,19.26183187,7c05a1135_1,utterance_5.mp4,,,3
https://www.youtube.com/watch?v=lf-fTYXiUD4,19.82835634,21.72787955,7c05a1135_1,utterance_6.mp4,,,3
https://www.youtube.com/watch?v=lf-fTYXiUD4,22.16110414,25.56025094,7c05a1135_1,utterance_7.mp4,,,3
https://www.youtube.com/watch?v=68KEsDY0V3M,3.733020724,14.2988026,7fbf1c1c7_1,utterance_1.mp4,,,5
https://www.youtube.com/watch?v=68KEsDY0V3M,13.76551392,24.36462633,7fbf1c1c7_1,utterance_2.mp4,,,5
https://www.youtube.com/watch?v=68KEsDY0V3M,23.79800712,34.19713628,7fbf1c1c7_1,utterance_3.mp4,,,5
